ticket_external_ref,author_email,body,created_at
J-0328,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-04T15:40:46
J-0329,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-17T15:40:46
J-0329,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-14T15:40:46
J-0330,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-24T15:40:46
J-0330,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-14T15:40:46
J-0330,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-23T15:40:46
J-0331,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-03T15:40:46
J-0332,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-24T15:40:46
J-0333,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-12T15:40:46
J-0333,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-01T15:40:46
J-0334,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-27T15:40:46
J-0335,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-09T15:40:46
J-0335,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-07T15:40:46
J-0335,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-06T15:40:46
J-0336,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-12T15:40:46
J-0337,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-02T15:40:46
J-0337,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-09T15:40:46
J-0337,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-01T15:40:46
J-0338,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-26T15:40:46
J-0338,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-20T15:40:46
J-0338,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-12T15:40:46
J-0339,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-12T15:40:46
J-0339,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-29T15:40:46
J-0340,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-09T15:40:46
J-0340,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-06T15:40:46
J-0340,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-05T15:40:46
J-0341,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-25T15:40:46
J-0341,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-16T15:40:46
J-0342,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-13T15:40:46
J-0343,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-16T15:40:46
J-0344,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-22T15:40:46
J-0345,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-23T15:40:46
J-0346,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-08T15:40:46
J-0346,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-25T15:40:46
J-0347,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-28T15:40:46
J-0347,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-10T15:40:46
J-0348,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-28T15:40:46
J-0349,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-19T15:40:46
J-0349,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-12T15:40:46
J-0350,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-17T15:40:46
J-0351,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-25T15:40:46
J-0351,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-14T15:40:46
J-0351,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-08T15:40:46
J-0352,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-04T15:40:46
J-0352,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-21T15:40:46
J-0352,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-30T15:40:46
J-0353,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-20T15:40:46
J-0353,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-05T15:40:46
J-0353,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-18T15:40:46
J-0354,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-07T15:40:46
J-0355,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-28T15:40:46
J-0356,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-02T15:40:46
J-0357,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-18T15:40:46
J-0357,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-14T15:40:46
J-0358,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-29T15:40:46
J-0358,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-08T15:40:46
J-0358,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-08T15:40:46
J-0359,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-28T15:40:46
J-0359,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-15T15:40:46
J-0360,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-16T15:40:46
J-0360,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-13T15:40:46
J-0360,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-03T15:40:46
J-0361,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-29T15:40:46
J-0361,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-04T15:40:46
J-0362,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-22T15:40:46
J-0362,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-15T15:40:46
J-0363,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-23T15:40:46
J-0363,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-21T15:40:46
J-0363,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-08T15:40:46
J-0364,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-15T15:40:46
J-0365,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-09T15:40:46
J-0365,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-30T15:40:46
J-0366,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-26T15:40:46
J-0367,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-19T15:40:46
J-0367,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-07T15:40:46
J-0367,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-30T15:40:46
J-0368,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-12T15:40:46
J-0369,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-11T15:40:46
J-0370,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-08T15:40:46
J-0370,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-16T15:40:46
J-0371,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-07T15:40:46
J-0371,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-03T15:40:46
J-0372,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-03T15:40:46
J-0373,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-28T15:40:46
J-0373,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-05T15:40:46
J-0374,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-01T15:40:46
J-0374,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-06T15:40:46
J-0375,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-01T15:40:46
J-0376,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-14T15:40:46
J-0376,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-16T15:40:46
J-0377,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-04T15:40:46
J-0378,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-08T15:40:46
J-0379,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-31T15:40:46
J-0379,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-27T15:40:46
J-0380,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-24T15:40:46
J-0381,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-03T15:40:46
J-0381,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-27T15:40:46
J-0382,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-01T15:40:46
J-0383,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-23T15:40:46
J-0383,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-01T15:40:46
J-0384,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-23T15:40:46
J-0385,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-02T15:40:46
J-0386,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-16T15:40:46
J-0386,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-23T15:40:46
J-0387,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-08T15:40:46
J-0388,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-09T15:40:46
J-0388,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-14T15:40:46
